"","starts","kaks"
"2",4,0.190602836879433
"4",10,0.61436170212766
"5",13,1.04347826086957
"6",16,0.479768786127168
"7",19,1.30733751258147
"8",22,0.254432624113475
"9",25,0.336879432624113
"10",28,0.823418319169027
"11",31,1.41482649842271
"12",34,0.745742092457421
"17",49,1.02547770700637
"25",73,0.308157099697885
"26",76,0.74113475177305
"28",82,0.974568574023615
"29",85,1.01989150090416
"30",88,0.514184397163121
"31",91,0.330492042198727
"43",127,0.653888280394304
"54",160,0.11968085106383
"56",166,0.0908523908363681
"58",172,0.0416666666666667
"59",175,0.311170212765957
"60",178,0.49000546479011
"65",193,1.29716981132075
"74",220,1.13293051359517
"75",223,0.11968085106383
"77",229,0.297491039426523
"79",235,0.173243503368624
"81",241,0.561728266449134
"82",244,1.2733628867814
"84",250,1.04585727143585
"86",256,1.08365384615385
"89",265,0.0815602836879433
"96",286,0.11968085106383
"99",295,0.223404255319149
"102",304,0.0416666666666667
"105",313,0.498069498069498
"110",328,0.223404255319149
"111",331,0.360815602836879
"112",334,0.271341463414634
"119",355,0.0792451932668422
"124",370,1.30542452830189
"197",589,0.627772420443587
"203",607,0.500333967376343
"204",610,1.08574181117534
"210",628,1.04347826086957
"211",631,1.0712927756654
"213",637,0.158687943262411
"232",694,0.254432624113475
"233",697,0.50449958328853
"236",706,0.259751773049645
"238",712,1.36138613861386
"242",724,0.750505050505051
"260",778,0.0416666666666667
"261",781,0.538461538461538
"267",799,0.82687338501292
"270",808,1.17083111536958
"271",811,0.421985815602837
"273",817,0.138972809667674
"275",823,0.231382978723404
"277",829,0.0815602836879433
"278",832,0.0824468085106383
"279",835,0.46752439262621
"281",841,0.346958174904943
"283",847,1.36507936507937
"284",850,0.156028368794326
"285",853,1.08269230769231
"414",1240,1.08365384615385
"415",1243,1.17157894736842
"416",1246,1.52762430939227
"418",1252,0.311170212765957
"420",1258,0.190602836879433
"422",1264,0.156028368794326
"423",1267,1.17857142857143
"424",1270,0.190602836879433
"425",1273,0.997333333333333
"428",1282,1.07247918994724
"431",1291,0.950519968175943
"433",1297,0.997340425531915
"436",1306,1.04158964879852
